3, 0.005569229368120432, 0.03
3, 0.005486628506332636, 0.03
3, 0.007650273852050304, 0.03
3, 0.006518075242638588, 0.03
3, 0.007565237581729889, 0.03
3, 0.020883288234472275, 0.09
3, 0.01988481730222702, 0.09
3, 0.019011076539754868, 0.09
3, 0.01946776546537876, 0.09
3, 0.02176271565258503, 0.09
3, 0.05989065021276474, 0.18
3, 0.05821825563907623, 0.18
3, 0.054154105484485626, 0.18
3, 0.051007598638534546, 0.18
3, 0.05419492349028587, 0.18
2, 0.00632301764562726, 0.03
2, 0.005474970210343599, 0.03
2, 0.0065110353752970695, 0.03
2, 0.006241949275135994, 0.03
2, 0.006069294176995754, 0.03
2, 0.01847086474299431, 0.09
2, 0.023474324494600296, 0.09
2, 0.022652605548501015, 0.09
2, 0.022560182958841324, 0.09
2, 0.018299253657460213, 0.09
2, 0.05720553919672966, 0.18
2, 0.0563952699303627, 0.18
2, 0.06385859847068787, 0.18
2, 0.05222029238939285, 0.18
2, 0.06164800375699997, 0.18
