0.05, 0.0077456156723201275, 0.03
0.06, 0.006668515503406525, 0.03
0.07, 0.006453919690102339, 0.03
0.08, 0.008466918021440506, 0.03
0.09, 0.006713584531098604, 0.03
0.1, 0.007096248213201761, 0.03
0.04, 0.008713158778846264, 0.03
0.03, 0.007222226355224848, 0.03
0.02, 0.00585909653455019, 0.03
0.01, 0.006295341067016125, 0.03
0.01, 0.00560717424377799, 0.03
0.01, 0.005305377766489983, 0.03
0.02, 0.00581164937466383, 0.03
0.02, 0.005639272276312113, 0.03
0.03, 0.00613846629858017, 0.03
0.03, 0.007371267303824425, 0.03
0.04, 0.006391916424036026, 0.03
0.04, 0.007630135864019394, 0.03
0.05, 0.006522675044834614, 0.03
0.05, 0.006381779909133911, 0.03
0.05, 0.006314065773040056, 0.03
0.06, 0.005716302432119846, 0.03
0.06, 0.008907472714781761, 0.03
0.07, 0.007069096434861422, 0.03
0.07, 0.006893649697303772, 0.03
0.08, 0.007162964902818203, 0.03
0.09, 0.006165245082229376, 0.03
0.09, 0.006293146871030331, 0.03
0.09, 0.006562212947756052, 0.03
0.1, 0.006266467738896608, 0.03
0.1, 0.008463320322334766, 0.03
